n_bits,qber,sifted_count,basis_match_rate,noise_level,attacker_present
512,0.01646090534979424,243,0.474609375,0.027833624348444677,0
512,0.019230769230769232,260,0.5078125,0.025085292339867,0
512,0.0,265,0.517578125,0.012851198206041255,0
512,0.0037313432835820895,268,0.5234375,0.005698047884188168,0
512,0.03861003861003861,259,0.505859375,0.04083960944247662,0
512,0.053231939163498096,263,0.513671875,0.046257352588483264,0
512,0.013986013986013986,286,0.55859375,0.011106267414408883,0
512,0.011627906976744186,258,0.50390625,0.010971509080082986,0
512,0.0038461538461538464,260,0.5078125,0.002862832900881507,0
512,0.011627906976744186,258,0.50390625,0.013958769417574086,0
512,0.003787878787878788,264,0.515625,0.004597960932319962,0
512,0.04149377593360996,241,0.470703125,0.0312777135985067,0
512,0.011450381679389313,262,0.51171875,0.0090612126646335,0
512,0.0398406374501992,251,0.490234375,0.04611730769900209,0
512,0.0,276,0.5390625,0.0010467377688887613,0
512,0.06923076923076923,260,0.5078125,0.042330784962878246,0
512,0.007751937984496124,258,0.50390625,0.010260491211705709,0
512,0.018796992481203006,266,0.51953125,0.028247971162435676,0
512,0.044,250,0.48828125,0.048544081713675996,0
512,0.01702127659574468,235,0.458984375,0.025158639742486506,0
512,0.02,250,0.48828125,0.019936838421477584,0
512,0.027131782945736434,258,0.50390625,0.037580676049086305,0
512,0.011406844106463879,263,0.513671875,0.036007324069846795,0
512,0.03787878787878788,264,0.515625,0.0446468649447048,0
512,0.01171875,256,0.5,0.007843347363632019,0
512,0.00390625,256,0.5,0.008625587039618127,0
512,0.03007518796992481,266,0.51953125,0.03957810632277137,0
512,0.007633587786259542,262,0.51171875,0.01335253660665205,0
512,0.01858736059479554,269,0.525390625,0.019930774736060936,0
512,0.0035842293906810036,279,0.544921875,0.01576023053087717,0
512,0.0205761316872428,243,0.474609375,0.02311359954665708,0
512,0.026415094339622643,265,0.517578125,0.019129094644667083,0
512,0.004132231404958678,242,0.47265625,0.006272096014522433,0
512,0.03968253968253968,252,0.4921875,0.02535139934795823,0
512,0.03409090909090909,264,0.515625,0.04422201650516098,0
512,0.07720588235294118,272,0.53125,0.04858382230229012,0
512,0.027559055118110236,254,0.49609375,0.03702449545799229,0
512,0.0038314176245210726,261,0.509765625,0.0060376255551053085,0
512,0.0,248,0.484375,0.00034017284670060933,0
512,0.03278688524590164,244,0.4765625,0.036431109380258724,0
512,0.007407407407407408,270,0.52734375,0.015620952659830057,0
512,0.05058365758754864,257,0.501953125,0.048992733653367176,0
512,0.012658227848101266,237,0.462890625,0.01969398840779842,0
512,0.0037313432835820895,268,0.5234375,0.005263237751890282,0
512,0.012244897959183673,245,0.478515625,0.03025013369094769,0
512,0.028,250,0.48828125,0.03895899113652379,0
512,0.007633587786259542,262,0.51171875,0.01801742907035848,0
512,0.022388059701492536,268,0.5234375,0.020086826857979814,0
512,0.03018867924528302,265,0.517578125,0.02669616156823046,0
512,0.047619047619047616,252,0.4921875,0.04911627916797795,0
512,0.06938775510204082,245,0.478515625,0.04909553773332307,0
512,0.01953125,256,0.5,0.01790223363568789,0
512,0.037037037037037035,243,0.474609375,0.03877601091549449,0
512,0.0038910505836575876,257,0.501953125,0.0125584337727647,0
512,0.047058823529411764,255,0.498046875,0.033275781178365764,0
512,0.0234375,256,0.5,0.020161804403315893,0
512,0.016260162601626018,246,0.48046875,0.035750974593709184,0
512,0.046413502109704644,237,0.462890625,0.04037546438278136,0
512,0.0,249,0.486328125,0.00037486241504816056,0
512,0.046762589928057555,278,0.54296875,0.036745264632623204,0
512,0.016,250,0.48828125,0.011469691814758626,0
512,0.003937007874015748,254,0.49609375,0.026225952414603605,0
512,0.021897810218978103,274,0.53515625,0.023953809378372045,0
512,0.026615969581749048,263,0.513671875,0.015105493365923052,0
512,0.03759398496240601,266,0.51953125,0.027359341236464996,0
512,0.02857142857142857,245,0.478515625,0.03141218049819638,0
512,0.01858736059479554,269,0.525390625,0.0077185570487398325,0
512,0.008032128514056224,249,0.486328125,0.021101952255646296,0
512,0.023622047244094488,254,0.49609375,0.03563734233710077,0
512,0.040160642570281124,249,0.486328125,0.0264880112397812,0
512,0.015503875968992248,258,0.50390625,0.036723988131858516,0
512,0.0,234,0.45703125,0.002740319597688029,0
512,0.004016064257028112,249,0.486328125,0.02430246725482743,0
512,0.05019305019305019,259,0.505859375,0.03197692423005029,0
512,0.02390438247011952,251,0.490234375,0.03166635302873324,0
512,0.01195219123505976,251,0.490234375,0.008916730887600683,0
512,0.008547008547008548,234,0.45703125,0.006209557956747125,0
512,0.06691449814126393,269,0.525390625,0.04809713638086111,0
512,0.03745318352059925,267,0.521484375,0.02164015635932334,0
512,0.003787878787878788,264,0.515625,0.0012683534384596519,0
512,0.03345724907063197,269,0.525390625,0.0471556267290672,0
512,0.04477611940298507,268,0.5234375,0.03887624100430916,0
512,0.023346303501945526,257,0.501953125,0.02248565418839458,0
512,0.05179282868525897,251,0.490234375,0.031123555719554385,0
512,0.04411764705882353,272,0.53125,0.04522617491801982,0
512,0.05363984674329502,261,0.509765625,0.04131101053186142,0
512,0.007692307692307693,260,0.5078125,0.01098590758069879,0
512,0.0036900369003690036,271,0.529296875,0.0059471171568847405,0
512,0.017391304347826087,230,0.44921875,0.02799034862598019,0
512,0.011235955056179775,267,0.521484375,0.016889529044175008,0
512,0.020491803278688523,244,0.4765625,0.022605421045464875,0
512,0.008,250,0.48828125,0.0036496605097101177,0
512,0.0176678445229682,283,0.552734375,0.027086046368589148,0
512,0.0,269,0.525390625,0.0004459362215600227,0
512,0.0449438202247191,267,0.521484375,0.030314752750377406,0
512,0.05138339920948617,253,0.494140625,0.03876348056457704,0
512,0.0040650406504065045,246,0.48046875,0.019908191635835883,0
512,0.0,252,0.4921875,0.0013531845151646795,0
512,0.0392156862745098,255,0.498046875,0.043755066183059105,0
512,0.04119850187265917,267,0.521484375,0.033438846174328914,0
512,0.025,240,0.46875,0.02037421116028599,0
512,0.0071174377224199285,281,0.548828125,0.0051403315404158325,0
512,0.003968253968253968,252,0.4921875,0.0021051349297301625,0
512,0.022988505747126436,261,0.509765625,0.02586907897686528,0
512,0.015873015873015872,252,0.4921875,0.012824166259177473,0
512,0.01532567049808429,261,0.509765625,0.028868190283444173,0
512,0.003952569169960474,253,0.494140625,0.010969483199847575,0
512,0.0,282,0.55078125,0.0010853856955639674,0
512,0.011363636363636364,264,0.515625,0.021903345726116387,0
512,0.011450381679389313,262,0.51171875,0.018719389867508308,0
512,0.003676470588235294,272,0.53125,0.007494437840352314,0
512,0.05363984674329502,261,0.509765625,0.038139625489841185,0
512,0.023622047244094488,254,0.49609375,0.020610600190312484,0
512,0.023715415019762844,253,0.494140625,0.023948535444413357,0
512,0.02564102564102564,234,0.45703125,0.022982541432118687,0
512,0.029411764705882353,238,0.46484375,0.02423656680246248,0
512,0.0,269,0.525390625,0.003136973951681338,0
512,0.025830258302583026,271,0.529296875,0.021767064640497574,0
512,0.008130081300813009,246,0.48046875,0.012000138065721129,0
512,0.007272727272727273,275,0.537109375,0.0077795071089066916,0
512,0.016,250,0.48828125,0.03143208793131016,0
512,0.0,246,0.48046875,0.0021005113662541375,0
512,0.03557312252964427,253,0.494140625,0.04307080359414788,0
512,0.00390625,256,0.5,0.004205655167344314,0
512,0.01568627450980392,255,0.498046875,0.012730332851249132,0
512,0.011627906976744186,258,0.50390625,0.012578005175530167,0
512,0.023166023166023165,259,0.505859375,0.033683627999475586,0
512,0.007722007722007722,259,0.505859375,0.007526052050692295,0
512,0.043137254901960784,255,0.498046875,0.041087484385795806,0
512,0.0205761316872428,243,0.474609375,0.011527910373182515,0
512,0.0163265306122449,245,0.478515625,0.024132674657755523,0
512,0.003816793893129771,262,0.51171875,0.006787604435947753,0
512,0.07692307692307693,260,0.5078125,0.049785519272536584,0
512,0.0,275,0.537109375,0.0012443560743746864,0
512,0.0398406374501992,251,0.490234375,0.02893556262531361,0
512,0.059574468085106386,235,0.458984375,0.04377258518702936,0
512,0.028688524590163935,244,0.4765625,0.029564390031492957,0
512,0.021367521367521368,234,0.45703125,0.025779181771537492,0
512,0.043795620437956206,274,0.53515625,0.04173971028892759,0
512,0.04897959183673469,245,0.478515625,0.03670498208911203,0
512,0.0,261,0.509765625,0.0008759691028356443,0
